Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
Hyundai i20,Bangalore,2015.0,53000.0,Petrol,Manual,First,White,5.0,4.0,5.5,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Toyota Corolla,Mumbai,2008.0,48233.0,Petrol,Manual,Second,White,5.0,4.0,1.8,13.4,kmpl,1794.0,CC,125.0,bhp,Toyota,Corolla
Maruti Ciaz,Mumbai,2014.0,46738.0,Petrol,Automatic,First,White,5.0,4.0,6.1,19.12,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
Mercedes-Benz E-Class,Bangalore,2013.0,48000.0,Diesel,Automatic,First,White,5.0,4.0,22.0,14.21,kmpl,2143.0,CC,203.0,bhp,Mercedes-Benz,E-Class
Maruti Swift,Kochi,2015.0,24782.0,Petrol,Manual,First,Others,5.0,4.0,6.21,20.85,kmpl,1197.0,CC,83.14,bhp,Maruti,Swift
Hyundai i20,Kolkata,2009.0,30675.0,Petrol,Manual,First,White,5.0,4.0,2.25,18.5,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
Jaguar XF,Kolkata,2012.0,43510.0,Diesel,Automatic,First,Others,5.0,4.0,20.5,14.74,kmpl,2993.0,CC,270.9,bhp,Jaguar,XF
Bentley Continental,Hyderabad,2006.0,48000.0,Petrol,Automatic,First,Black/Silver,4.0,4.0,59.0,8.6,kmpl,5998.0,CC,552.0,bhp,Bentley,Continental
Maruti Ciaz,Mumbai,2015.0,50940.0,Petrol,Automatic,First,Others,5.0,4.0,6.95,19.12,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
Audi Q5,Delhi,2012.0,74500.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,15.0,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
Audi A4,Delhi,2011.0,46000.0,Diesel,Automatic,Second,White,5.0,4.0,10.99,16.55,kmpl,1968.0,CC,147.51,bhp,Audi,A4
Hyundai i10,Kochi,2012.0,57184.0,Petrol,Manual,First,White,5.0,4.0,3.09,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Maruti Baleno,Delhi,2016.0,27000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.5,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Volkswagen Polo,Chennai,2011.0,70000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,3.29,15.26,kmpl,1598.0,CC,103.5,bhp,Volkswagen,Polo
Renault Duster,Jaipur,2016.0,68163.0,Diesel,Automatic,First,Others,5.0,4.0,8.9,19.6,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
Mercedes-Benz E-Class,Mumbai,1998.0,55300.0,Diesel,Automatic,First,Others,5.0,4.0,3.9,10.0,kmpl,1796.0,CC,157.7,bhp,Mercedes-Benz,E-Class
Honda Jazz,Pune,2015.0,97000.0,Diesel,Manual,First,White,5.0,4.0,6.4,27.3,kmpl,1498.0,CC,98.6,bhp,Honda,Jazz
Maruti Baleno,Kochi,2017.0,15134.0,Petrol,Manual,First,White,5.0,4.0,6.37,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Honda Jazz,Pune,2016.0,22700.0,Petrol,Manual,First,Others,5.0,4.0,5.55,18.7,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
Maruti Baleno,Delhi,2015.0,54000.0,Diesel,Manual,First,Others,5.0,4.0,5.95,27.39,kmpl,1248.0,CC,74.0,bhp,Maruti,Baleno
Hyundai Grand,Mumbai,2015.0,26000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.25,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Hyundai Verna,Bangalore,2012.0,67000.0,Diesel,Manual,First,Others,5.0,4.0,6.25,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Audi A4,Bangalore,2014.0,40000.0,Diesel,Automatic,First,Others,5.0,4.0,22.5,17.11,kmpl,1968.0,CC,174.33,bhp,Audi,A4
Mahindra Thar,Jaipur,2016.0,19000.0,Diesel,Manual,First,White,6.0,5.0,9.25,16.55,kmpl,2498.0,CC,105.0,bhp,Mahindra,Thar
Maruti Swift,Hyderabad,2013.0,69000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.75,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Hyundai Grand,Coimbatore,2015.0,61717.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,5.57,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Mercedes-Benz New,Coimbatore,2018.0,24465.0,Diesel,Automatic,First,Others,5.0,4.0,39.45,19.27,kmpl,2143.0,CC,167.62,bhp,Mercedes-Benz,New
Mahindra Ssangyong,Pune,2013.0,76000.0,Diesel,Automatic,Second,White,7.0,5.0,8.79,11.18,kmpl,2696.0,CC,184.0,bhp,Mahindra,Ssangyong
Volkswagen Ameo,Ahmedabad,2016.0,34005.0,Petrol,Manual,First,White,5.0,4.0,5.75,17.0,kmpl,1198.0,CC,73.75,bhp,Volkswagen,Ameo
Mercedes-Benz New,Coimbatore,2012.0,92469.0,Diesel,Automatic,Second,Others,5.0,4.0,16.14,19.71,kmpl,2143.0,CC,201.15,bhp,Mercedes-Benz,New
Mini Cooper,Bangalore,2014.0,35165.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,22.0,23.8,kmpl,1998.0,CC,112.0,bhp,Mini,Cooper
Audi A4,Bangalore,2013.0,45979.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,19.5,17.11,kmpl,1968.0,CC,174.33,bhp,Audi,A4
Hyundai i20,Pune,2018.0,31000.0,Diesel,Manual,First,Others,5.0,4.0,7.75,22.54,kmpl,1396.0,CC,88.73,bhp,Hyundai,i20
Hyundai i10,Hyderabad,2010.0,70600.0,Petrol,Manual,First,White,5.0,4.0,2.8,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Audi A3,Mumbai,2016.0,20003.0,Diesel,Automatic,First,Others,5.0,4.0,19.25,20.38,kmpl,1968.0,CC,143.0,bhp,Audi,A3
Mini Cooper,Mumbai,2013.0,52000.0,Petrol,Automatic,First,White,4.0,4.0,25.0,13.6,kmpl,1598.0,CC,181.0,bhp,Mini,Cooper
Tata Nano,Ahmedabad,2014.0,18000.0,Petrol,Manual,Second,Others,4.0,4.0,1.0,25.4,kmpl,624.0,CC,37.5,bhp,Tata,Nano
Maruti Wagon,Jaipur,2006.0,65000.0,Petrol,Manual,First,Others,5.0,4.0,1.5,18.9,kmpl,1061.0,CC,67.0,bhp,Maruti,Wagon
Ford Ecosport,Bangalore,2013.0,58000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,7.5,15.8,kmpl,1499.0,CC,110.0,bhp,Ford,Ecosport
Honda City,Ahmedabad,2002.0,85000.0,Petrol,Manual,First,Others,5.0,4.0,1.2,13.0,kmpl,1343.0,CC,90.0,bhp,Honda,City
Maruti Swift,Pune,2016.0,32000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.3,19.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
Toyota Camry,Pune,2018.0,17000.0,Petrol,Automatic,First,Others,5.0,4.0,32.0,19.16,kmpl,2494.0,CC,158.2,bhp,Toyota,Camry
Mercedes-Benz A,Mumbai,2013.0,37000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,14.0,20.0,kmpl,2143.0,CC,107.3,bhp,Mercedes-Benz,A
Tata Bolt,Hyderabad,2016.0,100303.0,Diesel,Manual,First,Others,5.0,4.0,3.7,22.95,kmpl,1248.0,CC,74.0,bhp,Tata,Bolt
Toyota Fortuner,Hyderabad,2013.0,63455.0,Diesel,Manual,First,Others,7.0,5.0,19.0,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
Mini Cooper,Hyderabad,2014.0,60000.0,Diesel,Automatic,Second,White,5.0,4.0,23.5,20.7,kmpl,1496.0,CC,113.98,bhp,Mini,Cooper
Mercedes-Benz New,Mumbai,2011.0,40000.0,Petrol,Automatic,Second,Others,5.0,4.0,14.5,11.74,kmpl,1796.0,CC,186.0,bhp,Mercedes-Benz,New
Maruti Dzire,Pune,2017.0,41747.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,9.0,28.4,kmpl,1248.0,CC,73.75,bhp,Maruti,Dzire
Maruti Swift,Delhi,2016.0,30000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.0,20.4,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
Tata Zest,Mumbai,2014.0,40000.0,Petrol,Manual,First,White,5.0,4.0,3.95,17.57,kmpl,1193.0,CC,88.7,bhp,Tata,Zest
Hyundai Creta,Jaipur,2015.0,83950.0,Diesel,Manual,First,Others,5.0,4.0,9.95,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Renault KWID,Pune,2018.0,5000.0,Petrol,Manual,First,White,5.0,4.0,3.5,25.17,kmpl,799.0,CC,53.3,bhp,Renault,KWID
Maruti Swift,Pune,2013.0,55000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.25,17.5,kmpl,1298.0,CC,85.8,bhp,Maruti,Swift
Hyundai Grand,Coimbatore,2017.0,19168.0,Petrol,Automatic,First,Others,5.0,4.0,6.93,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Ford Figo,Hyderabad,2013.0,65000.0,Diesel,Manual,First,White,5.0,4.0,3.9,20.0,kmpl,1399.0,CC,68.0,bhp,Ford,Figo
Hyundai i20,Bangalore,2014.0,31045.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,5.65,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
BMW X6,Coimbatore,2014.0,39626.0,Diesel,Automatic,First,Others,4.0,4.0,40.66,11.2,kmpl,2993.0,CC,241.0,bhp,BMW,X6
Maruti SX4,Jaipur,2007.0,76000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,2.15,15.0,kmpl,1586.0,CC,104.68,bhp,Maruti,SX4
Tata Zest,Pune,2017.0,121900.0,Diesel,Manual,First,White,5.0,4.0,3.75,22.95,kmpl,1248.0,CC,74.0,bhp,Tata,Zest
Mahindra Scorpio,Bangalore,2011.0,73000.0,Diesel,Manual,First,Others,8.0,5.0,6.4,12.05,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
Maruti Swift,Coimbatore,2014.0,47674.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.72,19.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
BMW 3,Chennai,2008.0,89000.0,Diesel,Automatic,Second,Black/Silver,4.0,4.0,6.3,16.07,kmpl,1995.0,CC,181.0,bhp,BMW,3
Mercedes-Benz B,Kochi,2014.0,41380.0,Petrol,Automatic,Second,Black/Silver,5.0,4.0,11.77,14.8,kmpl,1595.0,CC,120.7,bhp,Mercedes-Benz,B
Maruti Ritz,Coimbatore,2015.0,42894.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.59,23.2,kmpl,1248.0,CC,73.94,bhp,Maruti,Ritz
Honda CR-V,Delhi,2010.0,94000.0,Petrol,Automatic,Second,Black/Silver,5.0,4.0,4.8,10.1,kmpl,2354.0,CC,152.0,bhp,Honda,CR-V
Volkswagen Polo,Chennai,2013.0,60000.0,Diesel,Manual,First,White,5.0,4.0,4.75,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
Toyota Innova,Pune,2017.0,43200.0,Diesel,Manual,First,White,7.0,4.0,18.6,13.68,kmpl,2393.0,CC,147.8,bhp,Toyota,Innova
Tata Safari,Kochi,2015.0,40611.0,Diesel,Manual,First,Others,7.0,5.0,8.15,14.0,kmpl,2179.0,CC,138.1,bhp,Tata,Safari
Renault Duster,Kochi,2017.0,58151.0,Diesel,Automatic,First,White,5.0,4.0,9.6,19.6,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
Toyota Innova,Delhi,2010.0,80000.0,Diesel,Manual,First,White,8.0,5.0,4.75,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Hyundai Grand,Kolkata,2014.0,41000.0,Petrol,Manual,First,Others,5.0,4.0,3.14,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Ford Endeavour,Mumbai,2016.0,29000.0,Diesel,Automatic,First,White,7.0,5.0,29.8,10.91,kmpl,3198.0,CC,197.0,bhp,Ford,Endeavour
Maruti Swift,Delhi,2014.0,52000.0,Diesel,Manual,First,Others,5.0,4.0,4.25,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Maruti Swift,Delhi,2014.0,57319.0,Diesel,Manual,First,Others,5.0,4.0,4.25,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Honda City,Mumbai,2015.0,30000.0,Petrol,Automatic,First,White,5.0,4.0,8.65,18.0,kmpl,1497.0,CC,117.3,bhp,Honda,City
Skoda Laura,Bangalore,2011.0,46000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.5,13.4,kmpl,1798.0,CC,157.8,bhp,Skoda,Laura
Skoda Rapid,Kochi,2014.0,96848.0,Petrol,Automatic,First,Others,5.0,4.0,4.62,14.3,kmpl,1598.0,CC,103.6,bhp,Skoda,Rapid
Maruti Swift,Coimbatore,2017.0,27872.0,Petrol,Manual,Second,Others,5.0,4.0,5.95,20.4,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
Honda Jazz,Kochi,2018.0,38593.0,Petrol,Manual,First,White,5.0,4.0,6.17,18.7,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
Maruti Swift,Mumbai,2012.0,80753.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,4.5,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
BMW 5,Ahmedabad,2010.0,68000.0,Diesel,Automatic,First,Others,5.0,4.0,18.0,11.5,kmpl,2993.0,CC,235.0,bhp,BMW,5
Volkswagen Jetta,Pune,2015.0,65320.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,11.5,16.96,kmpl,1968.0,CC,138.03,bhp,Volkswagen,Jetta
Tata New,Chennai,2009.0,120000.0,Diesel,Manual,Second,White,7.0,5.0,3.0,13.93,kmpl,2179.0,CC,138.0,bhp,Tata,New
Chevrolet Spark,Kochi,2014.0,36657.0,Petrol,Manual,First,Others,5.0,4.0,3.3,16.2,kmpl,995.0,CC,62.1,bhp,Chevrolet,Spark
Renault Duster,Mumbai,2014.0,30000.0,Diesel,Manual,First,White,5.0,4.0,5.95,20.46,kmpl,1461.0,CC,83.8,bhp,Renault,Duster
Ford Figo,Chennai,2012.0,82000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.95,20.0,kmpl,1399.0,CC,68.05,bhp,Ford,Figo
Renault Duster,Mumbai,2013.0,102486.0,Diesel,Manual,First,White,5.0,4.0,4.25,19.87,kmpl,1493.0,CC,98.59,bhp,Renault,Duster
Nissan Micra,Kochi,2016.0,49389.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.26,19.49,kmpl,1198.0,CC,67.04,bhp,Nissan,Micra
Chevrolet Captiva,Pune,2009.0,89000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,4.0,12.5,kmpl,1991.0,CC,147.9,bhp,Chevrolet,Captiva
Maruti Swift,Ahmedabad,2015.0,40000.0,Petrol,Manual,First,White,5.0,4.0,5.9,20.4,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
Honda City,Hyderabad,2017.0,12538.0,Petrol,Automatic,First,Others,5.0,4.0,12.5,18.0,kmpl,1497.0,CC,117.3,bhp,Honda,City
Mahindra XUV500,Coimbatore,2018.0,46811.0,Diesel,Manual,First,Black/Silver,7.0,5.0,16.59,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Hyundai EON,Coimbatore,2013.0,54884.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,3.69,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Mahindra XUV500,Coimbatore,2017.0,57847.0,Diesel,Manual,First,Black/Silver,7.0,5.0,16.08,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Hyundai i20,Kolkata,2012.0,60000.0,Diesel,Manual,First,Others,5.0,4.0,2.74,21.9,kmpl,1396.0,CC,90.0,bhp,Hyundai,i20
Maruti Swift,Kochi,2018.0,14589.0,Petrol,Manual,First,White,5.0,4.0,5.65,16.1,kmpl,1298.0,CC,88.2,bhp,Maruti,Swift
Hyundai i20,Pune,2011.0,54000.0,Petrol,Manual,First,White,5.0,4.0,3.2,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
Maruti S,Kolkata,2016.0,45194.0,Diesel,Manual,First,White,5.0,4.0,7.75,22.7,kmpl,1598.0,CC,118.0,bhp,Maruti,S
Hyundai Verna,Hyderabad,2011.0,98000.0,Diesel,Manual,Second,Others,5.0,4.0,5.2,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
BMW X1,Bangalore,2013.0,49000.0,Diesel,Automatic,Second,White,5.0,4.0,14.49,17.05,kmpl,1995.0,CC,184.0,bhp,BMW,X1
Skoda Laura,Hyderabad,2007.0,91000.0,Diesel,Automatic,Second,Others,5.0,4.0,2.45,15.6,kmpl,1896.0,CC,106.0,bhp,Skoda,Laura
Maruti Swift,Chennai,2009.0,68000.0,Petrol,Manual,First,Others,5.0,4.0,2.9,16.1,kmpl,1298.0,CC,88.2,bhp,Maruti,Swift
Maruti Alto,Pune,2012.0,12600.0,Petrol,Manual,First,White,5.0,4.0,2.4,20.92,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
Audi Q5,Bangalore,2015.0,63000.0,Diesel,Automatic,First,Others,5.0,4.0,36.0,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
Maruti Ciaz,Chennai,2014.0,45000.0,Diesel,Manual,First,Others,5.0,4.0,6.85,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Volkswagen Vento,Mumbai,2015.0,40194.0,Petrol,Manual,First,Others,5.0,4.0,5.55,15.04,kmpl,1598.0,CC,103.2,bhp,Volkswagen,Vento
Toyota Fortuner,Delhi,2012.0,109000.0,Diesel,Manual,First,White,7.0,5.0,13.25,13.0,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
Nissan Sunny,Pune,2014.0,95000.0,Diesel,Manual,First,Others,5.0,4.0,4.5,21.64,kmpl,1461.0,CC,84.8,bhp,Nissan,Sunny
Honda City,Pune,2001.0,125943.0,Petrol,Manual,Second,White,5.0,4.0,1.45,13.0,kmpl,1493.0,CC,100.0,bhp,Honda,City
Hyundai Grand,Kochi,2018.0,35070.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.99,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
Chevrolet Captiva,Jaipur,2009.0,232000.0,Diesel,Manual,First,Others,7.0,5.0,3.5,11.5,kmpl,1991.0,CC,147.9,bhp,Chevrolet,Captiva
Maruti Baleno,Mumbai,2017.0,6000.0,Petrol,Manual,First,Others,5.0,4.0,7.5,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Ford Figo,Chennai,2016.0,37294.0,Diesel,Manual,First,White,5.0,4.0,5.75,25.83,kmpl,1498.0,CC,99.0,bhp,Ford,Figo
Mahindra Scorpio,Kochi,2016.0,56739.0,Diesel,Manual,First,White,7.0,5.0,10.31,15.4,kmpl,1997.0,CC,120.0,bhp,Mahindra,Scorpio
Maruti A-Star,Hyderabad,2010.0,81448.0,Petrol,Manual,First,White,5.0,4.0,2.6,19.0,kmpl,998.0,CC,66.1,bhp,Maruti,A-Star
Toyota Fortuner,Chennai,2010.0,242000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,11.0,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
Hyundai i10,Hyderabad,2016.0,19947.0,Petrol,Manual,First,White,5.0,4.0,4.5,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Mahindra Scorpio,Jaipur,2010.0,105000.0,Diesel,Manual,Second,White,8.0,5.0,5.21,12.05,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
Mahindra Scorpio,Mumbai,2011.0,50000.0,Diesel,Automatic,First,Black/Silver,8.0,5.0,6.0,11.79,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
Honda City,Mumbai,2013.0,51000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,4.5,16.8,kmpl,1497.0,CC,118.0,bhp,Honda,City
Hyundai Elantra,Delhi,2013.0,71000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,6.8,22.7,kmpl,1582.0,CC,126.2,bhp,Hyundai,Elantra
Honda Jazz,Ahmedabad,2016.0,35000.0,Diesel,Manual,First,Others,5.0,4.0,5.5,27.3,kmpl,1498.0,CC,98.6,bhp,Honda,Jazz
Honda City,Mumbai,2016.0,42000.0,Petrol,Manual,First,White,5.0,4.0,9.25,17.8,kmpl,1497.0,CC,117.3,bhp,Honda,City
Volkswagen Polo,Hyderabad,2012.0,107023.0,Diesel,Manual,First,White,5.0,4.0,3.9,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
Hyundai Xcent,Kolkata,2016.0,146000.0,Petrol,Manual,Second,Others,5.0,4.0,3.5,19.1,kmpl,1197.0,CC,82.0,bhp,Hyundai,Xcent
Maruti Alto,Chennai,2015.0,63714.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.45,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Maruti SX4,Kochi,2010.0,69918.0,Petrol,Manual,First,White,5.0,4.0,2.83,15.5,kmpl,1586.0,CC,103.3,bhp,Maruti,SX4
Hyundai EON,Kolkata,2017.0,60000.0,Petrol,Manual,First,White,5.0,4.0,2.5,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Maruti Ertiga,Hyderabad,2015.0,93700.0,Diesel,Manual,First,White,7.0,5.0,7.85,24.52,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
Maruti Wagon,Delhi,2015.0,13008.0,Petrol,Manual,First,White,5.0,4.0,3.5,20.51,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
Maruti Ciaz,Ahmedabad,2015.0,52324.0,Diesel,Manual,First,White,5.0,4.0,6.25,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Mahindra XUV500,Coimbatore,2015.0,84725.0,Diesel,Manual,First,Others,7.0,5.0,11.6,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Maruti Wagon,Hyderabad,2018.0,1048.0,Petrol,Manual,First,White,5.0,4.0,4.7,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
Toyota Innova,Hyderabad,2012.0,120000.0,Diesel,Manual,First,Others,7.0,4.0,12.0,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Nissan Micra,Chennai,2011.0,83000.0,Diesel,Manual,First,Others,5.0,4.0,2.75,23.08,kmpl,1461.0,CC,63.1,bhp,Nissan,Micra
Maruti Ritz,Hyderabad,2014.0,88500.0,Diesel,Manual,First,White,5.0,4.0,4.35,23.2,kmpl,1248.0,CC,73.94,bhp,Maruti,Ritz
Toyota Qualis,Mumbai,2001.0,227000.0,Diesel,Manual,Fourth & Above,Black/Silver,8.0,5.0,2.2,0.0,kmpl,2446.0,CC,98.59,bhp,Toyota,Qualis
Maruti Celerio,Mumbai,2016.0,47691.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,3.94,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
Hyundai Grand,Kochi,2018.0,40322.0,Petrol,Manual,First,Others,5.0,4.0,5.5,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
Nissan Terrano,Pune,2014.0,163000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.0,19.01,kmpl,1461.0,CC,108.5,bhp,Nissan,Terrano
Audi Q7,Kochi,2018.0,11287.0,Diesel,Automatic,First,White,7.0,5.0,70.36,12.07,kmpl,2967.0,CC,241.4,bhp,Audi,Q7
Toyota Innova,Hyderabad,2005.0,299322.0,Diesel,Manual,First,Black/Silver,8.0,5.0,4.0,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Jaguar XF,Bangalore,2013.0,75000.0,Diesel,Automatic,First,White,5.0,4.0,27.95,14.74,kmpl,2993.0,CC,270.9,bhp,Jaguar,XF
Mahindra Scorpio,Hyderabad,2008.0,131000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,3.6,10.5,kmpl,2609.0,CC,120.0,bhp,Mahindra,Scorpio
Maruti Vitara,Pune,2016.0,31001.0,Diesel,Manual,First,White,5.0,4.0,7.25,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Jeep Compass,Kolkata,2017.0,15050.0,Diesel,Manual,First,Others,5.0,4.0,17.5,16.3,kmpl,1956.0,CC,170.0,bhp,Jeep,Compass
Hyundai i20,Pune,2016.0,20600.0,Petrol,Manual,First,White,5.0,4.0,5.4,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Ford Figo,Mumbai,2014.0,33000.0,Diesel,Manual,Second,Others,5.0,4.0,3.25,20.0,kmpl,1399.0,CC,68.05,bhp,Ford,Figo
Toyota Fortuner,Mumbai,2014.0,97000.0,Diesel,Manual,First,White,7.0,5.0,17.95,12.55,kmpl,2982.0,CC,169.0,bhp,Toyota,Fortuner
Volkswagen Polo,Pune,2010.0,84000.0,Diesel,Manual,Second,Others,5.0,4.0,2.89,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
Mercedes-Benz E-Class,Mumbai,2018.0,11000.0,Diesel,Automatic,First,Others,5.0,4.0,56.5,16.1,kmpl,1950.0,CC,194.0,bhp,Mercedes-Benz,E-Class
Maruti Ertiga,Chennai,2017.0,80000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,8.1,24.52,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
Toyota Innova,Coimbatore,2014.0,85301.0,Petrol,Manual,First,Black/Silver,8.0,5.0,12.36,12.4,kmpl,1998.0,CC,132.0,bhp,Toyota,Innova
Honda Amaze,Kochi,2016.0,46983.0,Diesel,Manual,First,Others,5.0,4.0,5.77,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
Renault Duster,Kolkata,2013.0,58000.0,Diesel,Manual,First,Others,5.0,4.0,4.99,19.01,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
Toyota Fortuner,Mumbai,2015.0,43690.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,17.11,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
BMW X1,Mumbai,2012.0,65148.0,Diesel,Automatic,First,White,5.0,4.0,12.75,15.06,kmpl,1995.0,CC,177.0,bhp,BMW,X1
Mercedes-Benz New,Mumbai,2011.0,48000.0,Petrol,Automatic,Second,White,5.0,4.0,9.75,14.74,kmpl,1991.0,CC,184.0,bhp,Mercedes-Benz,New
Honda City,Kolkata,2014.0,45000.0,Diesel,Manual,First,Others,5.0,4.0,4.75,26.0,kmpl,1498.0,CC,98.6,bhp,Honda,City
Maruti Ciaz,Jaipur,2016.0,83000.0,Diesel,Manual,First,White,5.0,4.0,7.1,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Honda Mobilio,Kochi,2018.0,35442.0,Petrol,Manual,First,White,7.0,5.0,7.32,17.3,kmpl,1497.0,CC,117.3,bhp,Honda,Mobilio
